Ds Município;Dose;Contagem de Id Vacinacao
IGARAÇU DO TIETÊ;2° Dose;308
VERA CRUZ;2° Dose;330
PARAPUÃ;2° Dose;317
IPAUSSU;2° Dose;362
ITARIRI;2° Dose;364
SANTA BRANCA;2° Dose;341
PINHALZINHO;2° Dose;342
TAPIRATIBA;2° Dose;382
PIRANGI;2° Dose;358
PALMEIRA D'OESTE;2° Dose;359
BARRA DO TURVO;2° Dose;501
MARACAÍ;2° Dose;469
URÂNIA;2° Dose;470
JACUPIRANGA;2° Dose;349
PACAEMBU;2° Dose;273
CESÁRIO LANGE;2° Dose;359
NEVES PAULISTA;2° Dose;398
ITIRAPINA;2° Dose;473
FLÓRIDA PAULISTA;2° Dose;429
PATROCÍNIO PAULISTA;2° Dose;427
QUATÁ;2° Dose;419
PANORAMA;2° Dose;375
JOANÓPOLIS;2° Dose;398
BURITAMA;2° Dose;473
ITATINGA;2° Dose;341
TABAPUÃ;2° Dose;446
TABATINGA;2° Dose;389
UCHOA;2° Dose;386
POTIM;2° Dose;633
SÃO SIMÃO;2° Dose;387
PALESTINA;2° Dose;417
IBIRÁ;2° Dose;410
PARAIBUNA;2° Dose;443
MIRACATU;2° Dose;388
CARDOSO;2° Dose;389
PEDREGULHO;2° Dose;457
ITABERÁ;2° Dose;367
ITAPORANGA;2° Dose;403
NAZARÉ PAULISTA;2° Dose;335
SANTO ANTÔNIO DE POSSE;2° Dose;470
GENERAL SALGADO;2° Dose;452
JUQUIÁ;2° Dose;321
SANTA GERTRUDES;2° Dose;527
BORBOREMA;2° Dose;390
NHANDEARA;2° Dose;409
URUPÊS;2° Dose;418
PARANAPANEMA;2° Dose;497
MACATUBA;2° Dose;487
BOM JESUS DOS PERDÕES;2° Dose;367
AURIFLAMA;2° Dose;415
DUARTINA;2° Dose;464
BERNARDINO DE CAMPOS;2° Dose;406
BADY BASSITT;2° Dose;602
ALTINÓPOLIS;2° Dose;473
VIRADOURO;2° Dose;398
IPERÓ;2° Dose;413
ANGATUBA;2° Dose;451
ÁGUAS DE LINDÓIA;2° Dose;418
CONCHAS;2° Dose;456
SANTA ADÉLIA;2° Dose;507
ITAJOBI;2° Dose;524
PIRATININGA;2° Dose;640
REGENTE FEIJÓ;2° Dose;474
CONCHAL;2° Dose;504
IRACEMÁPOLIS;2° Dose;515
SANTA ROSA DE VITERBO;2° Dose;434
CACONDE;2° Dose;344
FARTURA;2° Dose;525
CAJATI;2° Dose;435
GUAPIAÇU;2° Dose;541
DIVINOLÂNDIA;2° Dose;542
MIRANTE DO PARANAPANEMA;2° Dose;600
ITAÍ;2° Dose;510
MONTE AZUL PAULISTA;2° Dose;519
CERQUEIRA CÉSAR;2° Dose;543
BROTAS;2° Dose;576
TEODORO SAMPAIO;2° Dose;549
POTIRENDABA;2° Dose;480
APIAÍ;2° Dose;527
CASTILHO;2° Dose;616
MIGUELÓPOLIS;2° Dose;539
ROSANA;2° Dose;549
CUNHA;2° Dose;484
PINDORAMA;2° Dose;654
BARRINHA;2° Dose;570
BASTOS;2° Dose;588
CORDEIRÓPOLIS;2° Dose;413
GUARÁ;2° Dose;633
NOVA GRANADA;2° Dose;658
IBATÉ;2° Dose;564
PIEDADE;2° Dose;330
BIRITIBA MIRIM;2° Dose;493
LUCÉLIA;2° Dose;689
CABREÚVA;2° Dose;652
TAMBAÚ;2° Dose;631
CRAVINHOS;2° Dose;593
PIRACAIA;2° Dose;625
JARINU;2° Dose;666
PRESIDENTE BERNARDES;2° Dose;703
SERRANA;2° Dose;922
PIRAJUÍ;2° Dose;644
RIO DAS PEDRAS;2° Dose;660
TAQUARITUBA;2° Dose;718
PILAR DO SUL;2° Dose;638
VALPARAÍSO;2° Dose;776
PIRAPOZINHO;2° Dose;639
ÁLVARES MACHADO;2° Dose;601
CERQUILHO;2° Dose;579
JUQUITIBA;2° Dose;741
RIO GRANDE DA SERRA;2° Dose;779
CAJURU;2° Dose;732
GUARIBA;2° Dose;710
SANTO ANASTÁCIO;2° Dose;726
TUPI PAULISTA;2° Dose;787
JUNQUEIRÓPOLIS;2° Dose;747
GUARAREMA;2° Dose;727
PONTAL;2° Dose;771
BRODOWSKI;2° Dose;821
MARTINÓPOLIS;2° Dose;672
DOIS CÓRREGOS;2° Dose;794
MORRO AGUDO;2° Dose;861
IGARAPAVA;2° Dose;798
SÃO MIGUEL ARCANJO;2° Dose;666
ARAÇOIABA DA SERRA;2° Dose;647
ITUPEVA;2° Dose;823
PITANGUEIRAS;2° Dose;917
AGUAÍ;2° Dose;878
ORLÂNDIA;2° Dose;945
SANTA CRUZ DAS PALMEIRAS;2° Dose;876
POMPÉIA;2° Dose;845
ILHABELA;2° Dose;944
PEREIRA BARRETO;2° Dose;753
MONTE APRAZÍVEL;2° Dose;1031
PALMITAL;2° Dose;675
LARANJAL PAULISTA;2° Dose;841
LOUVEIRA;2° Dose;935
CÂNDIDO MOTA;2° Dose;834
MIRANDÓPOLIS;2° Dose;1009
CACHOEIRA PAULISTA;2° Dose;795
IGUAPE;2° Dose;779
PARIQUERA-AÇU;2° Dose;1072
JARDINÓPOLIS;2° Dose;988
APARECIDA;2° Dose;973
ELDORADO;2° Dose;1452
VARGEM GRANDE PAULISTA;2° Dose;1048
RANCHARIA;2° Dose;943
GUARARAPES;2° Dose;852
ITARARÉ;2° Dose;896
TANABI;2° Dose;1051
SÃO MANUEL;2° Dose;815
SÃO PEDRO;2° Dose;821
CASA BRANCA;2° Dose;1079
ILHA SOLTEIRA;2° Dose;929
SERRA NEGRA;2° Dose;922
PIRAJU;2° Dose;969
AMÉRICO BRASILIENSE;2° Dose;1131
MONTE MOR;2° Dose;816
MAIRINQUE;2° Dose;1002
BOITUVA;2° Dose;1049
GUAÍRA;2° Dose;982
PARAGUAÇU PAULISTA;2° Dose;1062
CAPÃO BONITO;2° Dose;888
JOSÉ BONIFÁCIO;2° Dose;1235
ITUVERAVA;2° Dose;1324
COSMÓPOLIS;2° Dose;960
TIETÊ;2° Dose;1152
PROMISSÃO;2° Dose;1131
PEDERNEIRAS;2° Dose;1069
NOVA ODESSA;2° Dose;1027
SANTA RITA DO PASSA QUATRO;2° Dose;1136
BERTIOGA;2° Dose;1296
JAGUARIÚNA;2° Dose;871
SALTO DE PIRAPORA;2° Dose;1104
PRESIDENTE EPITÁCIO;2° Dose;1068
ARTUR NOGUEIRA;2° Dose;1067
BARIRI;2° Dose;1128
CAJAMAR;2° Dose;954
PORTO FELIZ;2° Dose;1267
SANTA ISABEL;2° Dose;1224
CAMPOS DO JORDÃO;2° Dose;1357
BARRA BONITA;2° Dose;1244
DESCALVADO;2° Dose;1181
OSVALDO CRUZ;2° Dose;1225
PEDREIRA;2° Dose;1179
CAPIVARI;2° Dose;1219
AGUDOS;2° Dose;1390
SOCORRO;2° Dose;1110
NOVO HORIZONTE;2° Dose;1542
MONGAGUÁ;2° Dose;938
ITÁPOLIS;2° Dose;1361
BATATAIS;2° Dose;1715
CAMPO LIMPO PAULISTA;2° Dose;1412
TREMEMBÉ;2° Dose;1895
PORTO FERREIRA;2° Dose;1121
ARUJÁ;2° Dose;1467
JANDIRA;2° Dose;1616
GARÇA;2° Dose;1534
SANTA FÉ DO SUL;2° Dose;1606
VÁRZEA PAULISTA;2° Dose;1431
VARGEM GRANDE DO SUL;2° Dose;1614
ESPÍRITO SANTO DO PINHAL;2° Dose;1612
SANTA CRUZ DO RIO PARDO;2° Dose;1476
EMBU-GUAÇU;2° Dose;1605
MONTE ALTO;2° Dose;1533
IBIÚNA;2° Dose;1467
SÃO JOAQUIM DA BARRA;2° Dose;2110
ADAMANTINA;2° Dose;1737
LENÇÓIS PAULISTA;2° Dose;1648
MIRASSOL;2° Dose;1583
PRESIDENTE VENCESLAU;2° Dose;1450
SÃO JOSÉ DO RIO PARDO;2° Dose;1429
VOTORANTIM;2° Dose;1999
IBITINGA;2° Dose;1800
OLÍMPIA;2° Dose;1699
MAIRIPORÃ;2° Dose;1713
VINHEDO;2° Dose;2048
PERUÍBE;2° Dose;1505
ITAPIRA;2° Dose;2052
REGISTRO;2° Dose;2048
SÃO SEBASTIÃO;2° Dose;1976
CRUZEIRO;2° Dose;2134
ANDRADINA;2° Dose;2268
BEBEDOURO;2° Dose;1796
POÁ;2° Dose;2825
TAQUARITINGA;2° Dose;2298
CAÇAPAVA;2° Dose;2256
UBATUBA;2° Dose;2248
JALES;2° Dose;2142
PAULÍNIA;2° Dose;2080
CAIEIRAS;2° Dose;1962
DRACENA;2° Dose;2535
LORENA;2° Dose;2332
MATÃO;2° Dose;2256
SÃO ROQUE;2° Dose;1910
PENÁPOLIS;2° Dose;2335
JABOTICABAL;2° Dose;2233
AMPARO;2° Dose;2380
MOCOCA;2° Dose;2370
ITAPEVA;2° Dose;2445
SANTANA DE PARNAÍBA;2° Dose;2411
SALTO;2° Dose;3301
PIRASSUNUNGA;2° Dose;2853
TUPÃ;2° Dose;2635
FRANCISCO MORATO;2° Dose;2695
FERRAZ DE VASCONCELOS;2° Dose;3147
LEME;2° Dose;2693
CUBATÃO;2° Dose;2112
MOGI MIRIM;2° Dose;3302
ITATIBA;2° Dose;3134
BIRIGUI;2° Dose;2322
AVARÉ;2° Dose;3053
VALINHOS;2° Dose;2478
ITANHAÉM;2° Dose;3343
LINS;2° Dose;3273
ITAPEVI;2° Dose;3149
SERTÃOZINHO;2° Dose;3181
ITAPECERICA DA SERRA;2° Dose;3495
FERNANDÓPOLIS;2° Dose;3364
CARAGUATATUBA;2° Dose;3258
RIBEIRÃO PIRES;2° Dose;3692
ITAQUAQUECETUBA;2° Dose;3693
GUARATINGUETÁ;2° Dose;3684
FRANCO DA ROCHA;2° Dose;3379
EMBU DAS ARTES;2° Dose;4390
TATUÍ;2° Dose;3681
HORTOLÂNDIA;2° Dose;4025
OURINHOS;2° Dose;3420
PINDAMONHANGABA;2° Dose;4144
COTIA;2° Dose;4432
SANTA BÁRBARA D'OESTE;2° Dose;3687
MOGI GUAÇU;2° Dose;4000
VOTUPORANGA;2° Dose;4411
SÃO JOÃO DA BOA VISTA;2° Dose;4606
ARARAS;2° Dose;4031
ASSIS;2° Dose;4272
ITU;2° Dose;4440
JAÚ;2° Dose;5421
ITAPETININGA;2° Dose;4953
ATIBAIA;2° Dose;5072
BARRETOS;2° Dose;5805
BRAGANÇA PAULISTA;2° Dose;5630
SUMARÉ;2° Dose;5619
CATANDUVA;2° Dose;6580
CARAPICUÍBA;2° Dose;5489
AMERICANA;2° Dose;6725
SUZANO;2° Dose;6504
LIMEIRA;2° Dose;3815
GUARUJÁ;2° Dose;4896
INDAIATUBA;2° Dose;6183
JACAREÍ;2° Dose;6201
TABOÃO DA SERRA;2° Dose;6674
BARUERI;2° Dose;7707
BOTUCATU;2° Dose;6529
PRAIA GRANDE;2° Dose;6345
ARAÇATUBA;2° Dose;7432
TAUBATÉ;2° Dose;5151
RIO CLARO;2° Dose;8430
FRANCA;2° Dose;7031
DIADEMA;2° Dose;8732
SÃO VICENTE;2° Dose;7937
MARÍLIA;2° Dose;10206
SÃO CARLOS;2° Dose;8861
MAUÁ;2° Dose;10393
PRESIDENTE PRUDENTE;2° Dose;9268
ARARAQUARA;2° Dose;10363
SÃO CAETANO DO SUL;2° Dose;10664
MOGI DAS CRUZES;2° Dose;10283
JUNDIAÍ;2° Dose;11289
PIRACICABA;2° Dose;12444
OSASCO;2° Dose;12857
SOROCABA;2° Dose;15818
BAURU;2° Dose;17311
SÃO JOSÉ DO RIO PRETO;2° Dose;21831
SÃO JOSÉ DOS CAMPOS;2° Dose;21807
RIBEIRÃO PRETO;2° Dose;22458
SANTOS;2° Dose;24295
SÃO BERNARDO DO CAMPO;2° Dose;24650
SANTO ANDRÉ;2° Dose;22977
GUARULHOS;2° Dose;27364
CAMPINAS;2° Dose;41325
SÃO PAULO;2° Dose;389708
BORÁ;1° Dose;114
NOVA CASTILHO;1° Dose;130
MESÓPOLIS;1° Dose;134
SAGRES;1° Dose;168
PAULISTÂNIA;1° Dose;169
TRABIJU;1° Dose;184
BOREBI;1° Dose;193
URU;1° Dose;193
UNIÃO PAULISTA;1° Dose;192
DIRCE REIS;1° Dose;205
VITÓRIA BRASIL;1° Dose;200
PRACINHA;1° Dose;188
SÃO JOÃO DAS DUAS PONTES;1° Dose;223
MACEDÔNIA;1° Dose;212
ASPÁSIA;1° Dose;206
CRUZÁLIA;1° Dose;224
FERNÃO;1° Dose;222
GUARANI D'OESTE;1° Dose;231
BOM SUCESSO DE ITARARÉ;1° Dose;224
SÃO JOÃO DE IRACEMA;1° Dose;216
BALBINOS;1° Dose;228
SANTA CRUZ DA ESPERANÇA;1° Dose;223
BENTO DE ABREU;1° Dose;236
QUADRA;1° Dose;251
ZACARIAS;1° Dose;241
NANTES;1° Dose;210
JUMIRIM;1° Dose;245
ESTRELA DO NORTE;1° Dose;242
SANTANA DA PONTE PENSA;1° Dose;267
PONTES GESTAL;1° Dose;255
NOVA CANAÃ PAULISTA;1° Dose;264
ARAPEÍ;1° Dose;245
NOVAIS;1° Dose;262
SANTA CLARA D'OESTE;1° Dose;252
GABRIEL MONTEIRO;1° Dose;269
JOÃO RAMALHO;1° Dose;262
SANTA SALETE;1° Dose;252
NOVA GUATAPORANGA;1° Dose;276
EMBAÚBA;1° Dose;267
LUCIANÓPOLIS;1° Dose;278
ÓLEO;1° Dose;266
TURIÚBA;1° Dose;263
TAQUARAL;1° Dose;264
PLATINA;1° Dose;277
SABINO;1° Dose;317
DOLCINÓPOLIS;1° Dose;278
PONTALINDA;1° Dose;294
SANDOVALINA;1° Dose;260
CANAS;1° Dose;261
RUBIÁCEA;1° Dose;274
RIFAINA;1° Dose;307
MARINÓPOLIS;1° Dose;273
ÁLVARO DE CARVALHO;1° Dose;296
ESPÍRITO SANTO DO TURVO;1° Dose;279
QUEIROZ;1° Dose;272
ITAPIRAPUÃ PAULISTA;1° Dose;294
CANITAR;1° Dose;275
TAQUARIVAÍ;1° Dose;281
NOVA INDEPENDÊNCIA;1° Dose;288
PARISI;1° Dose;295
SÃO JOÃO DO PAU D'ALHO;1° Dose;298
JÚLIO MESQUITA;1° Dose;304
TEJUPÁ;1° Dose;314
CÁSSIA DOS COQUEIROS;1° Dose;291
BREJO ALEGRE;1° Dose;340
PRATÂNIA;1° Dose;293
JERIQUARA;1° Dose;304
LOURDES;1° Dose;300
PEDRINHAS PAULISTA;1° Dose;300
ALVINLÂNDIA;1° Dose;308
SUZANÁPOLIS;1° Dose;321
MARAPOAMA;1° Dose;293
BARRA DO CHAPÉU;1° Dose;325
NOVA LUZITÂNIA;1° Dose;325
AREIAS;1° Dose;277
MOTUCA;1° Dose;329
TORRE DE PEDRA;1° Dose;316
NIPOÃ;1° Dose;343
PRESIDENTE ALVES;1° Dose;332
MONÇÕES;1° Dose;317
RIBEIRÃO CORRENTE;1° Dose;312
MARABÁ PAULISTA;1° Dose;344
SANTA RITA D'OESTE;1° Dose;350
TURMALINA;1° Dose;327
ELISIÁRIO;1° Dose;334
TIMBURI;1° Dose;328
MARIÁPOLIS;1° Dose;342
CORUMBATAÍ;1° Dose;328
ITAJU;1° Dose;345
PEDRANÓPOLIS;1° Dose;340
LUTÉCIA;1° Dose;324
FLORÍNEA;1° Dose;333
MIRA ESTRELA;1° Dose;351
MOMBUCA;1° Dose;285
OSCAR BRESSANE;1° Dose;374
RUBINÉIA;1° Dose;341
SANTA MERCEDES;1° Dose;356
RIBEIRA;1° Dose;361
BARÃO DE ANTONINA;1° Dose;334
FLORA RICA;1° Dose;377
SEBASTIANÓPOLIS DO SUL;1° Dose;381
LAVRINHAS;1° Dose;383
ALTAIR;1° Dose;358
CÂNDIDO RODRIGUES;1° Dose;378
SÃO FRANCISCO;1° Dose;399
REDENÇÃO DA SERRA;1° Dose;374
UBARANA;1° Dose;381
SÃO JOSÉ DO BARREIRO;1° Dose;376
